-0.344488	-0.275550	-0.368179
-0.344317	-0.275841	-0.368296
-0.343853	-0.275955	-0.368529
-0.343510	-0.276193	-0.368466
-0.343146	-0.276290	-0.368304
-0.342748	-0.276575	-0.368093
-0.342417	-0.276697	-0.367754
-0.342069	-0.277038	-0.367438
-0.341795	-0.277289	-0.367083
-0.341496	-0.277576	-0.366703
-0.341270	-0.277872	-0.366282
-0.340996	-0.278235	-0.365821
-0.340739	-0.278451	-0.365249
-0.340500	-0.278817	-0.364572
-0.340437	-0.279043	-0.363729
-0.340546	-0.279375	-0.362783
-0.340950	-0.279415	-0.361588
-0.341623	-0.279527	-0.360261
-0.342709	-0.279328	-0.358674
-0.344166	-0.279137	-0.356956
-0.345232	-0.278967	-0.355728
-0.346540	-0.278744	-0.354392
-0.348956	-0.278080	-0.352272
-0.351854	-0.277225	-0.350048
-0.358321	-0.275019	-0.346023
-0.362685	-0.273679	-0.343498
-0.367619	-0.271749	-0.340698
-0.373070	-0.269581	-0.337723
-0.379153	-0.267063	-0.334544
-0.385893	-0.264370	-0.331273
-0.393028	-0.260620	-0.327399
-0.400746	-0.256372	-0.323465
-0.409330	-0.251881	-0.319919
-0.418344	-0.247050	-0.316469
-0.428961	-0.242260	-0.314716
-0.438807	-0.236426	-0.311724
-0.448949	-0.229779	-0.308740
-0.459281	-0.222868	-0.305894
-0.469918	-0.215190	-0.303122
-0.480860	-0.206973	-0.300566
-0.486392	-0.203427	-0.300243
-0.491983	-0.199754	-0.300046
-0.503245	-0.189961	-0.297642
-0.514420	-0.179374	-0.295326
-0.535575	-0.155424	-0.290227
-0.546090	-0.143334	-0.288868
-0.556341	-0.130423	-0.287857
-0.566289	-0.117396	-0.287400
-0.575901	-0.103808	-0.287270
-0.585130	-0.090157	-0.287584
-0.593875	-0.075692	-0.287789
-0.602502	-0.060729	-0.288736
-0.610785	-0.045206	-0.289997
-0.618498	-0.029275	-0.291560
-0.625621	-0.013006	-0.293336
-0.632055	0.003299	-0.295412
-0.637831	0.019821	-0.297596
-0.643067	0.035526	-0.300402
-0.647784	0.052344	-0.303296
-0.652246	0.067557	-0.307294
-0.656109	0.084551	-0.311223
-0.658761	0.105896	-0.314342
-0.661913	0.121452	-0.319689
-0.664343	0.139973	-0.323556
-0.666247	0.156241	-0.329458
-0.666608	0.178644	-0.331797
-0.667738	0.192542	-0.339124
-0.667595	0.210018	-0.344287
-0.667033	0.226532	-0.349761
-0.665728	0.243753	-0.354875
-0.664431	0.258379	-0.359587
-0.662262	0.275413	-0.365190
-0.660158	0.290386	-0.370417
-0.657052	0.307505	-0.376516
-0.653491	0.324343	-0.382832
-0.649300	0.341341	-0.389048
-0.644787	0.357695	-0.395593
-0.639521	0.374391	-0.401920
-0.633831	0.390488	-0.408438
-0.627408	0.406651	-0.414849
-0.620394	0.422559	-0.421302
-0.612774	0.438257	-0.427719
-0.605470	0.452383	-0.433464
-0.596954	0.467552	-0.439771
-0.589011	0.481069	-0.445338
-0.579710	0.495783	-0.451282
-0.570049	0.510090	-0.457026
-0.559823	0.524188	-0.462418
-0.549204	0.537817	-0.467657
-0.537986	0.551185	-0.472686
-0.527267	0.560699	-0.477283
-0.515960	0.570027	-0.481823
-0.503009	0.582644	-0.486769
-0.489260	0.595030	-0.491678
-0.472553	0.613151	-0.497217
-0.457212	0.624374	-0.502026
-0.441283	0.634914	-0.506725
-0.424806	0.644904	-0.511043
-0.409587	0.651171	-0.514873
-0.394419	0.656702	-0.518121
