-0.079610	-0.182968	-0.392534
-0.080007	-0.182984	-0.391964
-0.080576	-0.183099	-0.391533
-0.081442	-0.183244	-0.390875
-0.082358	-0.183289	-0.390212
-0.083664	-0.183262	-0.389557
-0.084773	-0.181979	-0.389022
-0.086665	-0.181578	-0.388463
-0.089117	-0.181160	-0.387864
-0.092046	-0.180643	-0.387248
-0.095609	-0.180093	-0.386611
-0.099714	-0.179427	-0.385981
-0.104357	-0.178631	-0.385384
-0.109491	-0.177664	-0.384815
-0.115191	-0.176510	-0.384313
-0.121371	-0.175146	-0.383923
-0.128095	-0.173584	-0.383641
-0.135286	-0.171789	-0.383485
-0.142130	-0.169550	-0.383463
-0.150328	-0.167308	-0.383473
-0.159401	-0.165434	-0.383388
-0.168842	-0.162588	-0.383567
-0.178968	-0.159396	-0.383836
-0.189631	-0.155752	-0.384246
-0.195332	-0.150861	-0.384729
-0.201059	-0.145625	-0.385388
-0.212204	-0.140804	-0.386293
-0.223512	-0.135523	-0.387440
-0.239336	-0.132929	-0.389493
-0.243552	-0.129314	-0.391060
-0.247746	-0.125449	-0.392674
-0.251876	-0.121303	-0.394363
-0.263423	-0.114117	-0.396252
-0.274827	-0.106451	-0.398201
-0.316782	-0.081229	-0.400928
-0.328212	-0.071096	-0.403132
-0.339447	-0.060512	-0.405575
-0.350431	-0.049515	-0.408222
-0.361257	-0.038156	-0.411097
-0.371798	-0.026354	-0.414152
-0.382230	-0.014111	-0.417327
-0.392376	-0.001428	-0.420583
-0.402829	0.010942	-0.423471
-0.412205	0.024471	-0.426672
-0.421128	0.038459	-0.429819
-0.429517	0.052700	-0.432934
-0.437521	0.067362	-0.436053
-0.444934	0.082234	-0.439307
-0.451954	0.097400	-0.442628
-0.458512	0.112797	-0.446112
-0.463537	0.127353	-0.449411
-0.469289	0.143414	-0.453210
-0.474645	0.159897	-0.457081
-0.479509	0.176736	-0.460941
-0.486418	0.191751	-0.463427
-0.492675	0.206891	-0.465837
-0.495880	0.224465	-0.469244
-0.498344	0.241843	-0.472683
-0.495475	0.262989	-0.478015
-0.496888	0.280068	-0.481253
-0.497818	0.297417	-0.484732
-0.498200	0.314885	-0.488572
-0.498254	0.323056	-0.491109
-0.498077	0.331267	-0.493690
-0.495746	0.342107	-0.496220
-0.493126	0.351750	-0.499201
-0.488733	0.391053	-0.504135
-0.485999	0.408927	-0.507561
-0.486248	0.438919	-0.511881
-0.483773	0.454782	-0.513989
-0.478876	0.471286	-0.516918
-0.470815	0.488831	-0.520619
-0.465971	0.501929	-0.523669
-0.459787	0.520502	-0.524852
-0.453929	0.533868	-0.527810
-0.446497	0.549794	-0.530556
-0.438519	0.565316	-0.533222
-0.429977	0.580705	-0.535476
-0.421018	0.595534	-0.537539
-0.411778	0.609896	-0.539230
-0.402458	0.623591	-0.540623
-0.392838	0.636862	-0.541635
-0.383654	0.648185	-0.542561
-0.373518	0.660532	-0.543278
-0.363774	0.671124	-0.543962
-0.352986	0.682773	-0.544405
-0.341973	0.693953	-0.544569
-0.330784	0.704717	-0.544335
-0.325604	0.710214	-0.544342
-0.320376	0.715503	-0.544262
-0.309173	0.725209	-0.543602
-0.297878	0.734406	-0.542631
-0.274313	0.750821	-0.540111
-0.263195	0.758285	-0.538952
-0.252307	0.765197	-0.537767
-0.241590	0.771673	-0.536536
-0.236427	0.775126	-0.536083
-0.231082	0.778532	-0.535620
-0.220343	0.784400	-0.534292
-0.209648	0.789922	-0.532641
