0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.068881	0.055139	0.073648
0.068817	0.055180	0.073683
0.068736	0.055215	0.073700
0.068666	0.055248	0.073677
0.068589	0.055287	0.073640
0.068517	0.055327	0.073585
0.068449	0.055373	0.073519
0.068386	0.055433	0.073452
0.068329	0.055486	0.073379
0.068277	0.055545	0.073299
0.068227	0.055611	0.073210
0.068173	0.055669	0.073107
0.068124	0.055727	0.072982
0.068094	0.055786	0.072830
0.068098	0.055842	0.072651
0.068150	0.055879	0.072437
0.068257	0.055894	0.072185
0.068433	0.055886	0.071894
0.068688	0.055847	0.071563
0.068940	0.055810	0.071268
0.069177	0.055771	0.071012
0.069550	0.055682	0.070666
0.070081	0.055530	0.070232
0.071017	0.055224	0.069607
0.072101	0.054870	0.068952
0.073030	0.054543	0.068420
0.074069	0.054133	0.067842
0.075222	0.053664	0.067227
0.076505	0.053143	0.066582
0.077892	0.052499	0.065867
0.079377	0.051699	0.065086
0.081008	0.050825	0.064338
0.082767	0.049893	0.063639
0.084730	0.048931	0.063119
0.086777	0.047869	0.062644
0.088776	0.046620	0.062046
0.090823	0.045265	0.061463
0.092920	0.043806	0.060902
0.095078	0.042216	0.060369
0.096725	0.041040	0.060081
0.097838	0.040318	0.060029
0.099523	0.038972	0.059769
0.101767	0.036934	0.059297
0.105000	0.033480	0.058555
0.108167	0.029876	0.057910
0.110243	0.027376	0.057673
0.112263	0.024782	0.057526
0.114219	0.022120	0.057467
0.116103	0.019396	0.057485
0.117900	0.016585	0.057537
0.119638	0.013642	0.057652
0.121329	0.010593	0.057873
0.122928	0.007448	0.058156
0.124412	0.004228	0.058490
0.125768	0.000971	0.058875
0.126989	-0.002312	0.059301
0.128090	-0.005535	0.059800
0.129085	-0.008787	0.060370
0.130003	-0.011990	0.061059
0.130836	-0.015211	0.061852
0.131487	-0.019045	0.062557
0.132067	-0.022735	0.063403
0.132626	-0.026143	0.064324
0.133059	-0.029621	0.065301
0.133286	-0.033489	0.066125
0.133435	-0.037119	0.067092
0.133533	-0.040256	0.068341
0.133463	-0.043655	0.069405
0.133276	-0.047028	0.070464
0.133016	-0.050213	0.071446
0.132669	-0.053379	0.072478
0.132242	-0.056580	0.073561
0.131721	-0.059789	0.074693
0.131054	-0.063185	0.075935
0.130279	-0.066568	0.077188
0.129409	-0.069904	0.078464
0.128431	-0.073209	0.079751
0.127335	-0.076488	0.081036
0.126124	-0.079714	0.082329
0.124780	-0.082921	0.083615
0.123317	-0.086082	0.084902
0.121824	-0.089064	0.086118
0.120242	-0.091994	0.087324
0.118596	-0.094862	0.088511
0.116872	-0.097685	0.089662
0.114976	-0.100587	0.090831
0.112987	-0.103428	0.091944
0.110903	-0.106201	0.093007
0.108719	-0.108900	0.094034
0.106525	-0.111188	0.094997
0.104323	-0.113073	0.095911
0.101897	-0.115267	0.096859
0.099227	-0.117767	0.097845
0.096181	-0.120818	0.098889
0.092976	-0.123753	0.099924
0.089849	-0.125929	0.100875
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
